Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN04879,2,1,0,1,meal_plan_1,0,room_type4,0,6/7/2018,online,0,0,0,139,0,canceled
INN04880,3,0,0,3,meal_plan_2,0,room_type4,114,7/14/2018,online,0,0,0,189,0,canceled
INN04881,1,0,0,1,meal_plan_1,0,room_type1,99,2/19/2018,corporate,0,0,0,81,0,not_canceled
INN04882,2,0,1,3,meal_plan_1,0,room_type4,16,3/3/2018,online,0,0,0,88.8,2,not_canceled
INN04883,2,0,0,4,meal_plan_1,0,room_type1,132,7/5/2018,online,0,0,0,105.83,0,canceled
INN04884,2,0,2,0,meal_plan_1,0,room_type1,146,4/24/2018,online,0,0,0,95,0,canceled
INN04885,1,0,0,1,meal_plan_1,0,room_type1,0,11/18/2017,complementary,1,1,7,0,0,not_canceled
INN04886,1,0,0,3,meal_plan_1,0,room_type4,58,6/1/2018,online,0,0,0,140.4,0,canceled
INN04887,3,0,1,0,meal_plan_1,0,room_type4,5,6/13/2018,online,0,0,0,137,3,not_canceled
INN04888,2,0,1,1,meal_plan_1,0,room_type1,33,9/10/2018,online,0,0,0,144.9,1,not_canceled
INN04889,2,0,0,2,meal_plan_1,0,room_type1,70,6/3/2018,offline,0,0,0,100,0,not_canceled
INN04890,2,0,0,2,meal_plan_1,0,room_type1,67,1/29/2018,offline,0,0,0,57,0,not_canceled
INN04891,2,1,0,4,not_selected,0,room_type1,10,3/2/2018,online,0,0,0,76.75,0,not_canceled
INN04892,2,0,2,4,meal_plan_1,0,room_type1,92,8/7/2017,online,0,0,0,76.5,2,canceled
INN04893,2,0,1,3,meal_plan_1,0,room_type1,189,8/8/2018,offline,0,0,0,72.25,0,not_canceled
INN04894,2,0,0,3,meal_plan_1,0,room_type1,122,12/8/2018,online,0,0,0,68,0,not_canceled
INN04895,2,0,3,5,meal_plan_1,0,room_type1,122,8/21/2018,offline,0,0,0,72.26,2,not_canceled
INN04896,2,0,0,1,not_selected,0,room_type1,119,11/10/2018,online,0,0,0,161.1,1,not_canceled
INN04897,2,0,0,2,meal_plan_1,0,room_type1,13,11/29/2018,corporate,1,0,4,75,1,not_canceled
INN04898,2,0,0,1,meal_plan_2,0,room_type1,83,9/30/2017,offline,0,0,0,112.2,0,not_canceled
INN04899,2,0,0,3,meal_plan_1,0,room_type5,30,8/25/2018,offline,0,0,0,137.52,0,not_canceled
INN04900,0,2,0,3,meal_plan_1,0,room_type2,123,3/30/2018,online,0,0,0,89.92,0,canceled
INN04901,1,0,0,3,meal_plan_1,0,room_type1,151,1/19/2018,offline,0,0,0,71,0,not_canceled
INN04902,1,0,1,0,meal_plan_1,1,room_type1,13,12/5/2018,online,0,0,0,96,0,not_canceled
INN04903,1,0,0,2,meal_plan_1,0,room_type1,192,6/24/2018,offline,0,0,0,95,0,not_canceled
INN04904,1,0,1,0,meal_plan_1,0,room_type1,6,11/7/2018,online,0,0,0,197,0,not_canceled
INN04905,1,0,2,2,meal_plan_1,1,room_type1,11,8/28/2018,online,0,0,0,131.75,1,not_canceled
INN04906,2,0,0,3,meal_plan_1,0,room_type1,259,5/5/2018,online,0,0,0,90,0,canceled
INN04907,2,0,0,1,not_selected,0,room_type1,63,7/23/2018,online,0,0,0,94.5,2,not_canceled
INN04908,2,0,0,3,meal_plan_1,0,room_type1,37,10/13/2018,offline,0,0,0,105,0,not_canceled
INN04909,2,0,1,2,meal_plan_1,0,room_type1,305,11/4/2018,online,0,0,0,89,0,canceled
INN04910,2,0,0,1,meal_plan_1,0,room_type1,2,2/10/2018,corporate,0,0,0,71,0,not_canceled
INN04911,1,0,0,2,meal_plan_1,0,room_type1,88,10/7/2018,corporate,0,0,0,80,0,not_canceled
INN04912,2,0,2,2,meal_plan_1,0,room_type1,275,10/28/2018,online,0,0,0,90.95,1,canceled
INN04913,1,0,2,1,meal_plan_1,0,room_type1,1,2/28/2018,online,0,0,0,60,0,canceled
INN04914,2,0,0,1,not_selected,0,room_type1,20,11/4/2018,online,0,0,0,100,0,canceled
INN04915,2,0,1,2,meal_plan_1,0,room_type5,105,10/28/2018,corporate,0,0,0,110.97,0,not_canceled
INN04916,3,0,2,3,meal_plan_1,0,room_type4,36,7/1/2018,online,0,0,0,150.3,0,canceled
INN04917,1,0,0,2,meal_plan_1,0,room_type1,188,6/15/2018,online,0,0,0,130,0,canceled
INN04918,1,0,0,2,meal_plan_1,0,room_type1,29,12/2/2018,corporate,0,0,0,66.18,1,not_canceled
INN04919,2,0,2,3,meal_plan_1,0,room_type1,6,9/27/2017,online,0,0,0,136.75,1,not_canceled
INN04920,2,0,1,4,meal_plan_2,0,room_type1,26,4/18/2018,offline,0,0,0,133.8,0,not_canceled
INN04921,1,0,0,1,meal_plan_1,0,room_type1,4,12/16/2018,offline,0,0,0,70,0,not_canceled
INN04922,1,0,0,2,meal_plan_1,0,room_type1,1,7/27/2018,corporate,0,0,0,65,0,not_canceled
INN04923,2,0,1,2,meal_plan_1,0,room_type1,256,9/14/2017,offline,0,0,0,76.67,0,not_canceled
INN04924,2,0,0,1,not_selected,0,room_type1,41,9/2/2018,online,0,0,0,99,0,not_canceled
INN04925,2,0,0,3,meal_plan_1,0,room_type1,2,3/23/2018,online,0,0,0,136,1,not_canceled
INN04926,2,0,0,4,meal_plan_1,0,room_type1,119,6/15/2018,online,0,0,0,119.85,1,canceled
INN04927,2,0,0,1,meal_plan_2,0,room_type1,55,4/6/2018,offline,0,0,0,104,0,not_canceled
INN04928,2,0,0,1,not_selected,0,room_type1,18,9/15/2017,offline,0,0,0,76.8,0,not_canceled
INN04929,2,0,1,2,meal_plan_1,0,room_type1,58,3/14/2018,online,0,0,0,78.3,1,not_canceled
INN04930,2,0,0,1,meal_plan_1,0,room_type1,180,10/16/2017,online,0,0,0,70,0,canceled
INN04931,2,0,1,2,meal_plan_1,0,room_type1,55,2/5/2018,online,0,0,0,59.28,1,not_canceled
INN04932,2,0,0,2,meal_plan_2,0,room_type1,256,6/15/2018,online,0,0,0,115,1,canceled
INN04933,2,0,2,2,meal_plan_1,0,room_type4,52,5/28/2018,online,0,0,0,140.4,0,canceled
INN04934,1,1,1,3,meal_plan_1,0,room_type1,173,7/11/2018,online,0,0,0,65.49,1,not_canceled
INN04935,1,0,0,1,not_selected,0,room_type1,27,1/5/2018,offline,0,0,0,64.8,0,not_canceled
INN04936,2,0,1,0,not_selected,0,room_type1,20,6/26/2018,online,0,0,0,89,1,not_canceled
INN04937,2,0,2,1,not_selected,0,room_type1,33,7/23/2018,online,0,0,0,125.1,1,not_canceled
INN04938,3,0,0,4,meal_plan_1,0,room_type4,0,8/30/2018,online,0,0,0,142.2,1,not_canceled
INN04939,2,0,1,2,meal_plan_1,0,room_type4,9,8/26/2018,online,0,0,0,151.67,1,canceled
INN04940,2,0,2,0,not_selected,0,room_type1,61,7/17/2018,online,0,0,0,94.5,0,canceled
INN04941,2,0,2,6,meal_plan_1,0,room_type4,77,3/23/2018,offline,0,0,0,56,0,not_canceled
INN04942,2,0,0,1,not_selected,0,room_type1,3,8/23/2018,online,0,0,0,139,1,not_canceled
INN04943,2,0,2,2,meal_plan_1,0,room_type1,75,4/15/2018,online,0,0,0,97.33,1,canceled
INN04944,2,0,2,3,meal_plan_1,0,room_type4,49,11/12/2017,offline,0,0,0,60,0,not_canceled
INN04945,2,0,0,1,meal_plan_1,0,room_type1,27,6/9/2018,offline,0,0,0,120,0,not_canceled
INN04946,2,0,0,2,meal_plan_1,0,room_type1,28,11/13/2017,offline,0,0,0,85.6,1,not_canceled
INN04947,2,0,1,4,meal_plan_1,0,room_type1,275,10/5/2018,online,0,0,0,90,0,canceled
INN04948,2,0,4,10,meal_plan_1,0,room_type1,171,7/20/2018,online,0,0,0,104.39,1,canceled
INN04949,2,0,2,3,meal_plan_2,0,room_type4,68,4/1/2018,online,0,0,0,130.9,1,not_canceled
INN04950,3,0,2,2,meal_plan_1,0,room_type4,154,10/16/2018,online,0,0,0,151.2,0,canceled
INN04951,2,0,1,2,not_selected,0,room_type1,62,4/25/2018,online,0,0,0,94.8,0,not_canceled
INN04952,1,0,0,1,meal_plan_1,0,room_type1,14,3/16/2018,offline,0,0,0,82.4,0,not_canceled
INN04953,1,2,1,3,meal_plan_2,0,room_type6,13,4/25/2018,online,0,0,0,260.5,0,canceled
INN04954,2,0,0,2,meal_plan_1,0,room_type1,42,11/20/2017,offline,0,0,0,63,2,not_canceled
INN04955,2,0,0,2,meal_plan_2,0,room_type1,346,9/13/2018,online,0,0,0,115,1,canceled
INN04956,2,0,0,3,meal_plan_1,0,room_type1,87,6/9/2018,online,0,0,0,97.71,1,not_canceled
INN04957,2,0,2,2,meal_plan_1,0,room_type1,51,9/10/2018,offline,0,0,0,85.5,1,not_canceled
INN04958,1,0,0,1,meal_plan_1,0,room_type4,5,4/20/2018,online,0,0,0,89.32,0,not_canceled
INN04959,3,0,0,3,meal_plan_1,0,room_type4,76,9/15/2018,online,0,0,0,168.3,3,not_canceled
INN04960,2,2,2,1,meal_plan_1,0,room_type6,199,7/23/2018,online,0,0,0,168.3,2,canceled
INN04961,2,0,1,2,meal_plan_2,0,room_type1,418,9/26/2018,online,0,0,0,107,0,canceled
INN04962,1,0,1,2,meal_plan_1,0,room_type1,56,11/11/2018,online,0,0,0,100.67,1,canceled
INN04963,2,0,2,2,meal_plan_1,0,room_type1,106,12/4/2017,online,0,0,0,72.25,2,canceled
INN04964,2,0,2,4,not_selected,0,room_type1,34,9/13/2017,online,0,0,0,94.95,1,not_canceled
INN04965,2,0,1,0,meal_plan_1,0,room_type4,0,5/23/2018,online,0,0,0,176,1,not_canceled
INN04966,2,2,1,2,meal_plan_1,0,room_type6,26,9/19/2018,online,0,0,0,232.33,0,canceled
INN04967,2,0,0,1,not_selected,0,room_type1,184,10/12/2018,online,0,0,0,98.1,0,canceled
INN04968,2,1,1,3,meal_plan_1,0,room_type1,35,9/5/2018,online,0,0,0,127.44,1,not_canceled
INN04969,2,1,1,0,meal_plan_1,0,room_type1,3,8/23/2017,online,0,0,0,90,3,not_canceled
INN04970,1,0,0,1,meal_plan_1,0,room_type1,0,12/11/2017,complementary,1,0,11,0,1,not_canceled
INN04971,2,0,0,3,meal_plan_1,0,room_type1,104,12/3/2017,offline,0,0,0,75,0,not_canceled
INN04972,2,0,2,1,meal_plan_2,0,room_type1,117,8/1/2017,online,0,0,0,94.5,0,canceled
INN04973,2,0,0,4,not_selected,0,room_type1,29,4/6/2018,offline,0,0,0,85,0,not_canceled
INN04974,2,1,1,2,meal_plan_1,0,room_type1,0,6/13/2018,offline,0,0,0,80.75,1,not_canceled
INN04975,2,0,2,3,meal_plan_1,0,room_type4,35,9/25/2018,online,0,0,0,137.34,2,not_canceled
INN04976,2,0,0,2,meal_plan_1,0,room_type1,47,2/19/2018,online,0,0,0,80.3,1,not_canceled
INN04977,2,0,0,3,meal_plan_1,0,room_type1,37,10/13/2018,offline,0,0,0,105,0,not_canceled
INN04978,2,0,0,2,not_selected,1,room_type1,9,8/23/2018,online,0,0,0,137,2,not_canceled
INN04979,1,0,0,3,meal_plan_2,0,room_type1,13,4/26/2018,offline,0,0,0,73,0,not_canceled
INN04980,2,0,1,3,meal_plan_1,0,room_type1,332,9/22/2018,online,0,0,0,77.23,2,not_canceled
INN04981,2,0,0,3,not_selected,0,room_type1,130,6/2/2018,online,0,0,0,116.1,0,canceled
INN04982,2,0,1,2,meal_plan_1,0,room_type1,4,3/11/2018,online,0,0,0,109,2,not_canceled
INN04983,2,0,2,3,meal_plan_1,0,room_type4,48,4/1/2018,online,0,0,0,131.4,0,canceled
INN04984,2,0,0,2,meal_plan_1,1,room_type1,166,9/30/2018,online,0,0,0,99.78,1,not_canceled
INN04985,2,0,0,2,meal_plan_1,0,room_type1,37,11/17/2018,online,0,0,0,104,2,not_canceled
INN04986,2,0,2,1,meal_plan_1,0,room_type1,277,11/13/2018,online,0,0,0,60.29,4,not_canceled
INN04987,1,1,0,3,meal_plan_1,0,room_type4,103,10/26/2018,online,0,0,0,123.3,0,not_canceled
INN04988,2,0,1,2,meal_plan_1,0,room_type4,94,4/15/2018,online,0,0,0,81.08,1,not_canceled
INN04989,2,0,0,1,not_selected,0,room_type1,1,4/16/2018,online,0,0,0,89,1,not_canceled
INN04990,2,0,0,2,meal_plan_2,0,room_type1,265,6/24/2018,online,0,0,0,115,1,canceled
INN04991,2,0,0,3,meal_plan_1,0,room_type6,3,10/6/2018,online,0,0,0,175.56,1,not_canceled
INN04992,2,0,0,3,not_selected,0,room_type1,26,3/3/2018,online,0,0,0,67.87,0,not_canceled
INN04993,2,0,0,2,meal_plan_1,0,room_type1,53,5/18/2018,online,0,0,0,126.9,0,canceled
INN04994,1,0,2,2,meal_plan_1,0,room_type1,202,11/6/2018,corporate,1,3,6,40,1,not_canceled
INN04995,2,0,2,2,meal_plan_1,0,room_type4,21,9/2/2018,online,0,0,0,141,1,canceled
INN04996,2,0,0,2,meal_plan_1,1,room_type1,33,3/24/2018,online,0,0,0,135.9,0,not_canceled
INN04997,2,0,0,1,meal_plan_1,0,room_type7,0,3/9/2018,complementary,1,3,14,0,1,not_canceled
INN04998,2,0,0,1,not_selected,0,room_type1,73,9/15/2018,corporate,0,0,0,100,1,canceled
INN04999,2,0,1,2,not_selected,0,room_type1,40,3/7/2018,online,0,0,0,73.1,1,not_canceled
INN05000,1,0,0,2,not_selected,0,room_type1,8,6/14/2018,online,0,0,0,76.08,0,not_canceled
INN05001,2,0,2,3,meal_plan_1,0,room_type1,25,11/22/2017,offline,0,0,0,65,0,not_canceled
INN05002,2,0,0,2,meal_plan_1,0,room_type1,59,10/29/2017,offline,0,0,0,85,0,not_canceled
INN05003,2,0,0,2,not_selected,0,room_type1,31,9/8/2018,online,0,0,0,112.59,2,not_canceled
INN05004,2,0,1,1,meal_plan_1,0,room_type1,10,8/13/2018,online,0,0,0,156,2,not_canceled
INN05005,2,0,1,3,meal_plan_1,0,room_type1,210,10/8/2017,offline,0,0,0,72.75,0,not_canceled
INN05006,2,1,0,1,meal_plan_1,0,room_type1,12,2/6/2018,online,0,0,0,109,0,canceled
INN05007,1,0,0,5,meal_plan_1,0,room_type1,10,1/19/2018,online,0,0,0,68.5,2,not_canceled
INN05008,2,0,0,2,meal_plan_1,0,room_type1,37,9/16/2017,online,0,0,0,94.5,0,not_canceled
INN05009,2,0,1,2,meal_plan_1,0,room_type1,133,4/25/2018,offline,0,0,0,80.75,1,not_canceled
INN05010,2,0,1,2,meal_plan_1,0,room_type1,102,5/16/2018,offline,0,0,0,75,0,not_canceled
INN05011,2,0,0,1,not_selected,0,room_type1,12,2/23/2018,online,0,0,0,79,0,canceled
INN05012,1,0,1,2,meal_plan_1,0,room_type1,180,10/10/2018,online,0,0,0,120,0,canceled
INN05013,2,0,0,2,meal_plan_1,0,room_type1,86,9/24/2017,offline,0,0,0,105,0,not_canceled
INN05014,1,0,0,1,meal_plan_1,0,room_type1,2,3/2/2018,corporate,1,0,1,65,0,not_canceled
INN05015,2,0,0,2,meal_plan_1,0,room_type4,82,10/26/2018,online,0,0,0,80.39,1,not_canceled
INN05016,2,0,1,1,meal_plan_2,0,room_type5,96,9/28/2017,online,0,0,0,138,0,canceled
INN05017,2,0,2,0,not_selected,0,room_type1,34,6/26/2018,online,0,0,0,89.1,1,not_canceled
INN05018,2,0,0,4,meal_plan_1,0,room_type4,42,11/2/2018,online,0,0,0,73.37,1,not_canceled
INN05019,2,0,0,3,meal_plan_1,0,room_type4,12,3/2/2018,online,0,0,0,109.33,0,canceled
INN05020,2,0,1,2,meal_plan_2,0,room_type1,315,9/30/2018,online,0,0,0,160,0,canceled
INN05021,1,0,0,1,meal_plan_1,0,room_type1,0,4/2/2018,online,0,0,0,6,0,not_canceled
INN05022,2,0,1,4,not_selected,0,room_type4,56,12/30/2017,online,0,0,0,105.75,2,not_canceled
INN05023,2,0,2,2,meal_plan_1,0,room_type1,14,12/26/2017,online,0,0,0,99.5,0,not_canceled
INN05024,2,0,0,1,meal_plan_1,0,room_type1,159,2/13/2018,offline,0,0,0,70,0,not_canceled
INN05025,1,0,0,1,meal_plan_1,0,room_type4,3,11/10/2018,aviation,0,0,0,95,0,not_canceled
INN05026,1,0,0,3,meal_plan_1,0,room_type1,64,5/17/2018,corporate,0,0,0,130,0,not_canceled
INN05027,2,0,2,1,meal_plan_2,0,room_type1,131,8/15/2017,online,0,0,0,94.5,0,canceled
INN05028,3,0,2,2,meal_plan_1,0,room_type4,212,10/9/2018,online,0,0,0,103.84,1,canceled
INN05029,2,0,0,4,meal_plan_2,0,room_type1,100,9/28/2018,offline,0,0,0,140,1,not_canceled
INN05030,2,0,0,4,not_selected,0,room_type1,164,8/3/2018,online,0,0,0,89.25,1,not_canceled
INN05031,2,0,0,1,not_selected,1,room_type1,1,4/16/2018,online,0,0,0,89,1,not_canceled
INN05032,3,0,0,3,meal_plan_1,0,room_type4,176,8/9/2018,online,0,0,0,137.7,2,canceled
INN05033,2,2,2,5,meal_plan_1,0,room_type6,237,12/28/2018,online,0,0,0,148.26,0,not_canceled
INN05034,2,0,2,2,meal_plan_1,0,room_type1,95,12/4/2017,online,0,0,0,72.25,2,not_canceled
INN05035,2,0,0,1,meal_plan_1,0,room_type1,236,10/3/2017,online,0,0,0,89.25,0,canceled
INN05036,2,0,2,5,not_selected,0,room_type1,109,12/20/2018,online,0,0,0,74.8,1,not_canceled
INN05037,2,0,1,0,meal_plan_1,0,room_type4,131,12/26/2018,online,0,0,0,103.5,0,canceled
INN05038,2,0,2,2,meal_plan_1,0,room_type1,226,10/29/2018,offline,0,0,0,70,1,not_canceled
INN05039,2,0,0,3,not_selected,0,room_type1,0,7/5/2018,online,0,0,0,110.46,1,not_canceled
INN05040,2,2,0,2,meal_plan_1,0,room_type6,34,3/18/2018,online,0,0,0,162.45,0,canceled
INN05041,1,0,0,2,meal_plan_1,0,room_type1,164,10/2/2017,offline,0,0,0,100,0,not_canceled
INN05042,3,0,2,5,meal_plan_1,0,room_type1,196,9/12/2018,online,0,0,0,105.4,0,canceled
INN05043,2,0,0,2,meal_plan_1,0,room_type1,35,9/18/2017,online,0,0,0,145.35,1,not_canceled
INN05044,2,0,2,3,meal_plan_1,0,room_type4,68,5/21/2018,online,0,0,0,132.6,0,canceled
INN05045,2,0,2,1,meal_plan_1,0,room_type1,145,1/3/2018,offline,0,0,0,65,0,not_canceled
INN05046,2,1,0,2,meal_plan_1,0,room_type4,70,9/15/2018,online,0,0,0,166.9,0,canceled
INN05047,2,0,2,3,meal_plan_1,0,room_type4,96,5/12/2018,online,0,0,0,132.6,1,canceled
INN05048,1,0,0,1,meal_plan_1,0,room_type1,27,10/12/2018,corporate,0,0,0,65,0,not_canceled
INN05049,2,0,0,1,not_selected,0,room_type1,5,6/2/2018,online,0,0,0,119,0,not_canceled
INN05050,1,0,1,1,meal_plan_2,0,room_type1,88,10/5/2017,offline,0,0,0,90.6,0,not_canceled
INN05051,1,0,2,2,meal_plan_1,0,room_type1,162,10/14/2018,online,0,0,0,115,0,canceled
INN05052,2,0,0,0,not_selected,0,room_type1,10,1/17/2018,online,0,0,0,0,1,not_canceled
INN05053,2,0,2,4,meal_plan_1,0,room_type1,102,12/19/2017,online,0,0,0,72.25,1,canceled
INN05054,1,0,1,2,meal_plan_1,0,room_type1,180,10/10/2018,online,0,0,0,120,0,canceled
INN05055,2,0,2,2,meal_plan_1,0,room_type1,34,7/9/2018,online,0,0,0,135.9,1,not_canceled
INN05056,1,0,1,2,meal_plan_1,0,room_type1,180,10/10/2018,online,0,0,0,120,0,canceled
INN05057,2,0,1,3,meal_plan_1,0,room_type1,55,1/25/2018,online,0,0,0,58.94,1,not_canceled
INN05058,2,0,0,1,meal_plan_1,0,room_type1,39,12/27/2018,offline,0,0,0,65,1,not_canceled
INN05059,2,0,2,0,meal_plan_1,0,room_type1,4,2/7/2018,offline,0,0,0,87,0,not_canceled
INN05060,2,0,1,4,meal_plan_1,0,room_type1,85,2/3/2018,online,0,0,0,71,0,not_canceled
INN05061,2,0,1,3,meal_plan_1,0,room_type4,77,7/7/2018,online,0,0,0,129.6,0,canceled
INN05062,2,0,0,3,meal_plan_1,0,room_type1,183,9/8/2018,online,0,0,0,110,0,canceled
INN05063,2,0,0,3,meal_plan_1,0,room_type1,30,8/31/2018,online,0,0,0,120.53,2,not_canceled
INN05064,2,1,0,2,meal_plan_2,0,room_type1,49,6/22/2018,online,0,0,0,160.65,0,canceled
INN05065,2,0,0,3,meal_plan_1,0,room_type4,65,9/7/2018,online,0,0,0,136.8,0,canceled
INN05066,2,1,0,2,meal_plan_1,0,room_type1,6,3/11/2018,online,0,0,0,127,0,canceled
INN05067,2,0,1,1,meal_plan_1,0,room_type1,115,5/16/2018,online,0,0,0,114.3,1,not_canceled
INN05068,2,0,0,3,meal_plan_1,0,room_type1,114,3/23/2018,offline,0,0,0,40.67,0,not_canceled
INN05069,2,0,1,2,meal_plan_1,0,room_type1,84,4/1/2018,online,0,0,0,87.3,1,not_canceled
INN05070,1,0,2,2,meal_plan_1,0,room_type1,95,7/15/2018,offline,0,0,0,79.56,0,not_canceled
INN05071,2,0,1,2,meal_plan_1,0,room_type1,36,8/29/2018,online,0,0,0,86.63,2,not_canceled
INN05072,2,0,1,3,meal_plan_1,0,room_type4,27,12/8/2018,online,0,0,0,96.9,2,not_canceled
INN05073,2,1,0,2,meal_plan_1,0,room_type1,2,8/28/2017,online,0,0,0,123.5,3,not_canceled
INN05074,2,0,1,3,meal_plan_1,0,room_type1,11,8/24/2017,online,0,0,0,90,2,not_canceled
INN05075,2,1,0,1,meal_plan_2,0,room_type1,32,4/27/2018,online,0,0,0,165.15,0,not_canceled
INN05076,2,0,2,1,meal_plan_1,0,room_type1,38,12/13/2017,online,0,0,0,87,2,not_canceled
INN05077,2,0,0,2,meal_plan_2,0,room_type1,102,10/16/2017,offline,0,0,0,109,0,not_canceled
INN05078,2,0,0,2,meal_plan_1,1,room_type1,1,5/6/2018,online,0,0,0,158,0,not_canceled
INN05079,2,0,2,3,meal_plan_1,0,room_type1,54,10/3/2017,online,0,0,0,74.15,2,not_canceled
INN05080,2,0,2,8,not_selected,0,room_type1,24,12/15/2018,online,0,0,0,74.8,1,not_canceled
INN05081,2,0,2,2,not_selected,0,room_type1,28,5/22/2018,online,0,0,0,103.55,0,canceled
INN05082,1,0,0,2,meal_plan_1,0,room_type1,164,10/2/2017,offline,0,0,0,100,0,not_canceled
INN05083,2,0,0,1,not_selected,0,room_type1,159,8/26/2018,online,0,0,0,85.5,0,canceled
INN05084,2,0,1,3,meal_plan_1,0,room_type1,113,6/30/2018,online,0,0,0,85,0,canceled
INN05085,2,0,2,2,meal_plan_1,0,room_type1,119,8/13/2018,online,0,0,0,88.73,1,not_canceled
INN05086,3,0,0,1,meal_plan_1,0,room_type4,65,12/3/2018,online,0,0,0,126,1,not_canceled
INN05087,2,0,2,1,meal_plan_2,0,room_type1,5,8/15/2017,offline,0,0,0,94.5,0,not_canceled
INN05088,2,0,0,1,meal_plan_1,0,room_type1,92,11/11/2018,offline,0,0,0,90,0,not_canceled
INN05089,2,0,1,2,meal_plan_1,0,room_type1,193,6/20/2018,online,0,0,0,120,0,canceled
INN05090,3,0,1,3,meal_plan_1,0,room_type4,237,10/13/2018,online,0,0,0,134.73,0,canceled
INN05091,2,0,1,1,meal_plan_1,0,room_type4,10,4/23/2018,online,0,0,0,146,1,canceled
INN05092,2,0,0,1,meal_plan_1,0,room_type1,0,5/26/2018,online,0,0,0,161,0,canceled
INN05093,1,0,0,4,meal_plan_1,0,room_type1,92,10/7/2017,offline,0,0,0,65,0,not_canceled
INN05094,1,0,0,4,meal_plan_1,0,room_type1,6,10/6/2017,online,0,0,0,148.5,1,not_canceled
INN05095,2,0,0,3,meal_plan_1,1,room_type4,4,1/26/2018,online,0,0,0,117,1,not_canceled
INN05096,2,0,0,3,meal_plan_1,0,room_type1,304,11/3/2018,online,0,0,0,89,0,canceled
INN05097,2,0,2,4,meal_plan_1,0,room_type4,71,5/7/2018,online,0,0,0,132.6,0,not_canceled
INN05098,2,0,0,2,meal_plan_1,0,room_type1,317,9/15/2018,online,0,0,0,120,0,canceled
INN05099,2,0,1,3,not_selected,0,room_type1,7,6/20/2018,offline,0,0,0,72.25,0,not_canceled
INN05100,2,0,0,4,meal_plan_1,0,room_type1,26,11/16/2018,online,0,0,0,88.4,1,not_canceled
INN05101,2,0,0,3,meal_plan_2,0,room_type1,71,5/10/2018,offline,0,0,0,126,1,not_canceled
INN05102,2,0,1,2,meal_plan_1,0,room_type4,24,1/29/2018,online,0,0,0,87.3,1,not_canceled
INN05103,2,0,0,4,meal_plan_1,0,room_type4,39,9/27/2018,online,0,0,0,128.99,1,canceled
INN05104,2,0,2,3,meal_plan_1,0,room_type1,98,6/5/2018,online,0,0,0,90.97,3,not_canceled
INN05105,2,0,0,1,not_selected,0,room_type1,0,10/20/2018,online,1,0,4,150,2,not_canceled
INN05106,2,0,1,2,meal_plan_1,0,room_type1,273,5/13/2018,online,0,0,0,95,0,canceled
INN05107,3,0,0,1,meal_plan_1,0,room_type4,19,4/27/2018,online,0,0,0,167,0,canceled
INN05108,2,0,0,2,meal_plan_1,0,room_type1,56,6/21/2018,online,0,0,0,99.9,0,canceled
INN05109,2,0,0,2,not_selected,0,room_type1,81,12/2/2018,online,0,0,0,59.84,0,not_canceled
INN05110,2,0,0,4,meal_plan_1,0,room_type4,77,7/26/2018,online,0,0,0,118.8,2,not_canceled
INN05111,2,0,0,3,meal_plan_1,0,room_type1,37,10/13/2018,offline,0,0,0,105,0,not_canceled
INN05112,3,0,2,1,meal_plan_1,0,room_type1,83,7/24/2018,offline,0,0,0,96.9,1,not_canceled
INN05113,2,0,2,1,meal_plan_1,0,room_type1,280,12/31/2018,online,0,0,0,86.7,0,canceled
INN05114,1,0,0,2,meal_plan_1,0,room_type1,172,6/24/2018,online,0,0,0,95,0,canceled
INN05115,2,0,1,2,not_selected,0,room_type1,19,11/18/2018,online,0,0,0,88,2,not_canceled
INN05116,2,0,0,3,meal_plan_1,0,room_type1,146,12/29/2017,offline,0,0,0,75,0,not_canceled
INN05117,2,0,2,0,meal_plan_1,0,room_type1,11,12/6/2017,online,0,0,0,94.6,1,not_canceled
INN05118,2,0,0,2,meal_plan_1,0,room_type1,86,9/9/2017,corporate,0,0,0,100,0,not_canceled
INN05119,2,0,0,1,meal_plan_1,0,room_type4,10,12/11/2017,online,0,0,0,97,0,not_canceled
INN05120,2,0,2,2,meal_plan_2,0,room_type1,94,8/14/2018,online,0,0,0,152.1,0,canceled
INN05121,2,0,1,3,meal_plan_1,0,room_type1,322,5/19/2018,online,0,0,0,80,0,canceled
INN05122,2,0,1,2,meal_plan_1,0,room_type4,38,5/13/2018,online,0,0,0,140.4,0,canceled
INN05123,1,0,0,3,meal_plan_1,0,room_type4,73,6/16/2018,online,0,0,0,115.04,1,not_canceled
INN05124,2,0,2,7,not_selected,0,room_type1,4,12/31/2017,online,0,0,0,90.78,2,not_canceled
INN05125,2,0,0,1,not_selected,0,room_type1,74,4/8/2018,online,0,0,0,85.5,0,canceled
INN05126,1,0,0,4,meal_plan_1,0,room_type7,13,2/3/2018,corporate,0,0,0,102,0,not_canceled
INN05127,3,0,0,2,meal_plan_1,0,room_type4,44,7/1/2018,online,0,0,0,150.3,0,canceled
INN05128,3,0,2,1,meal_plan_1,0,room_type1,144,7/23/2018,online,0,0,0,137.7,0,canceled
